"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"bhlhe41";"18";"CH211-154H20.6";"basic helix-loop-helix family, member e41 [Source:ZFIN;Acc:ZDB-GENE-050419-146]";"16125852";"16130165";"1";"protein_coding";"ENSDARG00000041691"
"ctsd";"18";"ctsd";"cathepsin D [Source:ZFIN;Acc:ZDB-GENE-010131-8]";"16133595";"16146081";"1";"protein_coding";"ENSDARG00000057698"
"slc6a15";"18";"CH211-154H20.4";"solute carrier family 6 member 15 [Source:ZFIN;Acc:ZDB-GENE-050420-93]";"16151774";"16181952";"-1";"protein_coding";"ENSDARG00000062821"
"lrriq1";"18";"CH211-154H20.3";"leucine-rich repeats and IQ motif containing 1 [Source:ZFIN;Acc:ZDB-GENE-050419-235]";"16192083";"16218370";"1";"protein_coding";"ENSDARG00000093781"
"alx1";"18";"CH211-154H20.1";"ALX homeobox 1 [Source:ZFIN;Acc:ZDB-GENE-050419-191]";"16246806";"16254746";"1";"protein_coding";"ENSDARG00000062824"
"rassf9";"18";"CH1073-332B11.1";"Ras association domain family member 9 [Source:ZFIN;Acc:ZDB-GENE-091204-470]";"16314591";"16320585";"-1";"protein_coding";"ENSDARG00000074721"
"nts";"18";"CH73-193M8.1";"neurotensin [Source:ZFIN;Acc:ZDB-GENE-091204-433]";"16330025";"16339902";"1";"protein_coding";"ENSDARG00000057887"
"mgat4c";"18";"CH73-193M8.2";"mgat4 family member C [Source:ZFIN;Acc:ZDB-GENE-091204-429]";"16387745";"16590056";"-1";"protein_coding";"ENSDARG00000041791"
"eps8b";"18";"DKEY-287H13.1";"epidermal growth factor receptor pathway substrate 8b [Source:ZFIN;Acc:ZDB-GENE-060503-164]";"16426266";"16442814";"1";"protein_coding";"ENSDARG00000069011"
"eif4g2b";"18";"eif4g2";"eukaryotic translation initiation factor 4, gamma 2b [Source:ZFIN;Acc:ZDB-GENE-030131-6550]";"16715864";"16726206";"1";"protein_coding";"ENSDARG00000057167"
"lyve1b";"18";"DKEY-5A9.3";"lymphatic vessel endothelial hyaluronic receptor 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9516]";"16744307";"16748676";"1";"protein_coding";"ENSDARG00000062483"
"rnf141";"18";"DKEY-5A9.2";"ring finger protein 141 [Source:ZFIN;Acc:ZDB-GENE-040625-71]";"16749091";"16756144";"1";"protein_coding";"ENSDARG00000041802"
"ampd3b";"18";"DKEY-5A9.1";"adenosine monophosphate deaminase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-5929]";"16762806";"16795262";"-1";"protein_coding";"ENSDARG00000032469"
"admb";"18";"NULL";"adrenomedullin b [Source:ZFIN;Acc:ZDB-GENE-120221-6]";"16798854";"16801033";"-1";"protein_coding";"ENSDARG00000069027"
"swap70b";"18";"DKEY-8L13.4";"switching B cell complex subunit SWAP70b [Source:ZFIN;Acc:ZDB-GENE-030131-3587]";"16876833";"16916840";"-1";"protein_coding";"ENSDARG00000057286"
"wee1";"18";"wee1";"WEE1 G2 checkpoint kinase [Source:ZFIN;Acc:ZDB-GENE-030131-5268]";"16918426";"16924221";"-1";"protein_coding";"ENSDARG00000093864"
"znf143b";"18";"znf143";"zinc finger protein 143b [Source:ZFIN;Acc:ZDB-GENE-040426-1586]";"16924865";"16937109";"-1";"protein_coding";"ENSDARG00000041581"
"si:dkey-8l13.5";"18";"DKEY-8L13.5";"si:dkey-8l13.5 [Source:ZFIN;Acc:ZDB-GENE-141216-349]";"16940440";"16950781";"1";"protein_coding";"ENSDARG00000101630"
"akip1";"18";"DKEY-8L13.1";"A kinase (PRKA) interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-030829-24]";"16950724";"16953978";"-1";"protein_coding";"ENSDARG00000069037"
"si:ch211-242e8.1";"18";"CH211-242E8.1";"si:ch211-242e8.1 [Source:ZFIN;Acc:ZDB-GENE-060503-600]";"16960966";"16971684";"1";"protein_coding";"ENSDARG00000069038"
"si:ch211-218c6.8";"18";"CH211-218C6.8";"si:ch211-218c6.8 [Source:ZFIN;Acc:ZDB-GENE-050419-103]";"16986495";"16989717";"1";"protein_coding";"ENSDARG00000092364"
"tph2";"18";"tph2";"tryptophan hydroxylase 2 (tryptophan 5-monooxygenase) [Source:ZFIN;Acc:ZDB-GENE-040624-4]";"16989764";"17001056";"-1";"protein_coding";"ENSDARG00000057239"
"tbc1d15";"18";"CH211-218C6.6";"TBC1 domain family, member 15 [Source:ZFIN;Acc:ZDB-GENE-041111-251]";"17002164";"17020231";"-1";"protein_coding";"ENSDARG00000057218"
"chtf8";"18";"CH211-218C6.5";"CTF8, chromosome transmission fidelity factor 8 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-050419-148]";"17020967";"17024878";"1";"protein_coding";"ENSDARG00000069045"
"has3";"18";"has3";"hyaluronan synthase 3 [Source:ZFIN;Acc:ZDB-GENE-021118-1]";"17027874";"17030870";"-1";"protein_coding";"ENSDARG00000057210"
"tango6";"18";"CH211-218C6.2";"transport and golgi organization 6 homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-050419-237]";"17032312";"17075098";"-1";"protein_coding";"ENSDARG00000034001"
"il17c";"18";"il17c";"interleukin 17c [Source:ZFIN;Acc:ZDB-GENE-061031-5]";"17075985";"17077596";"-1";"protein_coding";"ENSDARG00000057180"
"zc3h18";"18";"CH211-218C6.1";"zinc finger CCCH-type containing 18 [Source:ZFIN;Acc:ZDB-GENE-050419-13]";"17076680";"17147803";"-1";"protein_coding";"ENSDARG00000062506"
"trhr2";"18";"DKEY-225B14.1";"thyrotropin releasing hormone receptor 2 [Source:ZFIN;Acc:ZDB-GENE-050419-193]";"17151916";"17173920";"1";"protein_coding";"ENSDARG00000093901"
"zfpm1";"18";"zfpm1";"zinc finger protein, FOG family member 1 [Source:ZFIN;Acc:ZDB-GENE-050419-238]";"17270427";"17399376";"-1";"protein_coding";"ENSDARG00000041572"
"ces2";"18";"CH211-239N6.1";"carboxylesterase 2 (intestine, liver) [Source:ZFIN;Acc:ZDB-GENE-061013-99]";"17408470";"17415609";"-1";"protein_coding";"ENSDARG00000041569"
"ces3";"18";"ces3";"carboxylesterase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9563]";"17418254";"17426306";"1";"protein_coding";"ENSDARG00000041595"
"zgc:91860";"18";"DKEY-102F14.8";"zgc:91860 [Source:ZFIN;Acc:ZDB-GENE-040704-34]";"17428258";"17461796";"1";"protein_coding";"ENSDARG00000041599"
"si:dkey-102f14.7";"18";"DKEY-102F14.7";"si:dkey-102f14.7 [Source:ZFIN;Acc:ZDB-GENE-060503-895]";"17474989";"17476941";"1";"protein_coding";"ENSDARG00000092255"
"foxl1";"18";"DKEY-102F14.6";"forkhead box L1 [Source:ZFIN;Acc:ZDB-GENE-040426-1181]";"17483557";"17485419";"-1";"protein_coding";"ENSDARG00000008133"
"si:dkey-102f14.5";"18";"DKEY-102F14.5";"si:dkey-102f14.5 [Source:ZFIN;Acc:ZDB-GENE-060503-705]";"17493859";"17507010";"1";"protein_coding";"ENSDARG00000041560"
"b3gnt9";"18";"DKEY-102F14.4";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:ZFIN;Acc:ZDB-GENE-060503-611]";"17511995";"17513426";"-1";"protein_coding";"ENSDARG00000041616"
"bbs2";"18";"bbs2";"Bardet-Biedl syndrome 2 [Source:ZFIN;Acc:ZDB-GENE-020801-1]";"17516569";"17531483";"-1";"protein_coding";"ENSDARG00000041621"
"mt2";"18";"mt2";"metallothionein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-4174]";"17534627";"17535979";"1";"protein_coding";"ENSDARG00000041623"
"nup93";"18";"dye";"nucleoporin 93 [Source:ZFIN;Acc:ZDB-GENE-990415-46]";"17537311";"17580522";"1";"protein_coding";"ENSDARG00000003487"
"slc12a3";"18";"slc12a3";"solute carrier family 12 member 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9505]";"17583479";"17598755";"1";"protein_coding";"ENSDARG00000013855"
"herpud1";"18";"herpud1";"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 [Source:ZFIN;Acc:ZDB-GENE-050913-47]";"17600570";"17611849";"1";"protein_coding";"ENSDARG00000024314"
"cetp";"18";"cetp";"cholesteryl ester transfer protein, plasma [Source:ZFIN;Acc:ZDB-GENE-041114-54]";"17611627";"17621826";"1";"protein_coding";"ENSDARG00000030872"
"nlrc5";"18";"CH211-122C9.5";"NLR family, CARD domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-080429-2]";"17624295";"17657802";"1";"protein_coding";"ENSDARG00000024631"
"cpne2";"18";"cpne2";"copine II [Source:ZFIN;Acc:ZDB-GENE-030131-7896]";"17660158";"17704546";"1";"protein_coding";"ENSDARG00000007753"
"fam192a";"18";"fam192a";"family with sequence similarity 192 member A [Source:ZFIN;Acc:ZDB-GENE-030131-6692]";"17707688";"17724295";"-1";"protein_coding";"ENSDARG00000041631"
"rspry1";"18";"CH211-257C9.1";"ring finger and SPRY domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-061026-2]";"17725410";"17751843";"1";"protein_coding";"ENSDARG00000062558"
"si:ch211-216l23.2";"18";"CH211-216L23.2";"si:ch211-216l23.2 [Source:ZFIN;Acc:ZDB-GENE-030131-3806]";"17754510";"17775588";"1";"protein_coding";"ENSDARG00000069122"
"si:ch211-216l23.1";"18";"CH211-216L23.1";"si:ch211-216l23.1 [Source:ZFIN;Acc:ZDB-GENE-060503-121]";"17786548";"17997474";"1";"protein_coding";"ENSDARG00000059707"
"znf423";"18";"CH211-212O1.3";"zinc finger protein 423 [Source:ZFIN;Acc:ZDB-GENE-030131-4368]";"17959681";"17995076";"1";"protein_coding";"ENSDARG00000095732"
"si:ch211-212o1.2";"18";"CH211-212O1.2";"si:ch211-212o1.2 [Source:ZFIN;Acc:ZDB-GENE-041111-310]";"18000695";"18060544";"1";"protein_coding";"ENSDARG00000011498"
"CR387935.1";"18";"NULL";"NULL";"18087260";"18122969";"-1";"protein_coding";"ENSDARG00000112014"
"cbln1";"18";"cbln1";"cerebellin 1 precursor [Source:ZFIN;Acc:ZDB-GENE-040718-226]";"18104235";"18110032";"1";"protein_coding";"ENSDARG00000057296"
"n4bp1";"18";"n4bp1";"nedd4 binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5538]";"18405992";"18422543";"1";"protein_coding";"ENSDARG00000057491"
"siah1";"18";"siah1";"siah E3 ubiquitin protein ligase 1 [Source:ZFIN;Acc:ZDB-GENE-010319-31]";"18439332";"18472257";"1";"protein_coding";"ENSDARG00000030871"
"lonp2";"18";"lonp2";"lon peptidase 2, peroxisomal [Source:ZFIN;Acc:ZDB-GENE-041212-1]";"18475674";"18524624";"-1";"protein_coding";"ENSDARG00000101438"
"il34";"18";"DKEY-27A9.4";"interleukin 34 [Source:ZFIN;Acc:ZDB-GENE-050419-150]";"18527170";"18543358";"-1";"protein_coding";"ENSDARG00000091003"
"sf3b3";"18";"sf3b3";"splicing factor 3b, subunit 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2901]";"18547023";"18587745";"-1";"protein_coding";"ENSDARG00000103553"
"st3gal2";"18";"NULL";"ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-050419-181]";"18612388";"18631082";"1";"protein_coding";"ENSDARG00000112898"
"aars";"18";"aars";"alanyl-tRNA synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-3663]";"18636273";"18821929";"-1";"protein_coding";"ENSDARG00000069142"
"tgm2l";"18";"DKEY-73N10.5";"transglutaminase 2, like [Source:ZFIN;Acc:ZDB-GENE-050420-97]";"18803539";"18850302";"-1";"protein_coding";"ENSDARG00000093381"
"pllp";"18";"pllp";"plasmolipin [Source:ZFIN;Acc:ZDB-GENE-050419-195]";"18861359";"18870632";"1";"protein_coding";"ENSDARG00000062756"
"arl2bp";"18";"arl2bp";"ADP-ribosylation factor-like 2 binding protein [Source:ZFIN;Acc:ZDB-GENE-040426-1604]";"18870625";"18875308";"-1";"protein_coding";"ENSDARG00000025383"
"arih1";"18";"arih1";"ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-5213]";"18879733";"18901017";"1";"protein_coding";"ENSDARG00000003616"
"si:dkey-73n10.1";"18";"DKEY-73N10.1";"si:dkey-73n10.1 [Source:ZFIN;Acc:ZDB-GENE-030131-9311]";"18931484";"18942098";"-1";"protein_coding";"ENSDARG00000069168"
"ppcdc";"18";"ppcdc";"phosphopantothenoylcysteine decarboxylase [Source:ZFIN;Acc:ZDB-GENE-040426-1749]";"18975539";"18979520";"-1";"protein_coding";"ENSDARG00000033020"
"hacd3";"18";"ptplad1";"3-hydroxyacyl-CoA dehydratase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1200]";"18982077";"18995283";"1";"protein_coding";"ENSDARG00000016038"
"ints14";"18";"CH211-117I10.6";"integrator complex subunit 14 [Source:ZFIN;Acc:ZDB-GENE-030131-5804]";"18995247";"19006634";"-1";"protein_coding";"ENSDARG00000041429"
"slc24a1";"18";"slc24a1";"solute carrier family 24 member 1 [Source:ZFIN;Acc:ZDB-GENE-060503-191]";"19006063";"19039960";"1";"protein_coding";"ENSDARG00000041431"
"dennd4a";"18";"CH211-117I10.9";"DENN/MADD domain containing 4A [Source:ZFIN;Acc:ZDB-GENE-060503-285]";"19044839";"19103929";"-1";"protein_coding";"ENSDARG00000062721"
"si:dkey-242h9.5";"18";"DKEY-242H9.5";"si:dkey-242h9.5 [Source:ZFIN;Acc:ZDB-GENE-060503-535]";"19101679";"19103964";"1";"protein_coding";"ENSDARG00000092535"
"si:dkey-242h9.3";"18";"DKEY-242H9.3";"si:dkey-242h9.3 [Source:ZFIN;Acc:ZDB-GENE-060503-347]";"19120984";"19124312";"1";"protein_coding";"ENSDARG00000069189"
"rab11a";"18";"rab11a";"RAB11a, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-041114-53]";"19131773";"19139152";"1";"protein_coding";"ENSDARG00000041450"
"megf11";"18";"DKEY-242H9.1";"multiple EGF-like-domains 11 [Source:ZFIN;Acc:ZDB-GENE-060503-252]";"19143437";"19405616";"-1";"protein_coding";"ENSDARG00000062686"
"map2k1";"18";"map2k1";"mitogen-activated protein kinase kinase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2759]";"19419120";"19451165";"1";"protein_coding";"ENSDARG00000007825"
"rpl4";"18";"rpl4";"ribosomal protein L4 [Source:ZFIN;Acc:ZDB-GENE-030131-9034]";"19451070";"19456269";"-1";"protein_coding";"ENSDARG00000041182"
"zwilch";"18";"CH73-94F11.1";"zwilch kinetochore protein [Source:ZFIN;Acc:ZDB-GENE-050420-101]";"19456648";"19472646";"1";"protein_coding";"ENSDARG00000057100"
"lctlb";"18";"NULL";"lactase-like b [Source:ZFIN;Acc:ZDB-GENE-060503-93]";"19463425";"19484919";"-1";"protein_coding";"ENSDARG00000016337"
"snapc5";"18";"RP71-14B1.2";"small nuclear RNA activating complex, polypeptide 5 [Source:ZFIN;Acc:ZDB-GENE-041111-50]";"19487702";"19491162";"-1";"protein_coding";"ENSDARG00000062476"
"smad6b";"18";"DKEY-288J18.1";"SMAD family member 6b [Source:ZFIN;Acc:ZDB-GENE-050419-198]";"19648275";"19699061";"1";"protein_coding";"ENSDARG00000031763"
"smad3b";"18";"smad3b";"SMAD family member 3b [Source:ZFIN;Acc:ZDB-GENE-030128-4]";"19772874";"19806209";"1";"protein_coding";"ENSDARG00000010207"
"aagab";"18";"DKEY-246A16.1";"alpha and gamma adaptin binding protein [Source:ZFIN;Acc:ZDB-GENE-040718-120]";"19812608";"19819812";"-1";"protein_coding";"ENSDARG00000041170"
"iqch";"18";"DKEY-246A16.2";"IQ motif containing H [Source:ZFIN;Acc:ZDB-GENE-050419-242]";"19820008";"19880934";"1";"protein_coding";"ENSDARG00000015476"
"zgc:162898";"18";"NULL";"zgc:162898 [Source:ZFIN;Acc:ZDB-GENE-070410-107]";"19883325";"19886744";"1";"protein_coding";"ENSDARG00000111588"
"skor1b";"18";"DKEY-246A16.3";"SKI family transcriptional corepressor 1b [Source:ZFIN;Acc:ZDB-GENE-050419-82]";"19972853";"19982654";"1";"protein_coding";"ENSDARG00000062448"
"pias1b";"18";"DKEY-9I9.1";"protein inhibitor of activated STAT, 1b [Source:ZFIN;Acc:ZDB-GENE-050419-202]";"19990412";"20025364";"1";"protein_coding";"ENSDARG00000062445"
"rxfp3.3a3";"18";"DKEY-9I9.2";"relaxin family peptide receptor 3.3a3 [Source:ZFIN;Acc:ZDB-GENE-050419-246]";"20031046";"20032089";"1";"protein_coding";"ENSDARG00000069246"
"morf4l1";"18";"DKEY-9I9.3";"mortality factor 4 like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-348]";"20034023";"20045307";"1";"protein_coding";"ENSDARG00000041155"
"uacaa";"18";"DKEY-9I9.4";"uveal autoantigen with coiled-coil domains and ankyrin repeats a [Source:ZFIN;Acc:ZDB-GENE-050419-37]";"20047374";"20082877";"1";"protein_coding";"ENSDARG00000069250"
"tle3a";"18";"gro2";"TLE family member 3, transcriptional corepressor a [Source:ZFIN;Acc:ZDB-GENE-990415-86]";"20225961";"20257511";"1";"protein_coding";"ENSDARG00000002787"
"kif23";"18";"kif23";"kinesin family member 23 [Source:ZFIN;Acc:ZDB-GENE-991019-4]";"20435821";"20458840";"-1";"protein_coding";"ENSDARG00000014943"
"paqr5a";"18";"DKEY-45F10.2";"progestin and adipoQ receptor family member Va [Source:ZFIN;Acc:ZDB-GENE-040426-867]";"20459888";"20466061";"-1";"protein_coding";"ENSDARG00000041145"
"ddb2";"18";"DKEY-45F10.3";"damage-specific DNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-050419-169]";"20468157";"20482855";"1";"protein_coding";"ENSDARG00000041140"
"kbtbd4";"18";"DKEY-45F10.4";"kelch repeat and BTB (POZ) domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040426-937]";"20481982";"20492059";"1";"protein_coding";"ENSDARG00000069271"
"rapsn";"18";"rapsn";"receptor-associated protein of the synapse, 43kD [Source:ZFIN;Acc:ZDB-GENE-030313-1]";"20494413";"20511015";"1";"protein_coding";"ENSDARG00000041133"
"ighmbp2";"18";"ighmbp2l";"immunoglobulin mu DNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-050419-258]";"20516527";"20532339";"-1";"protein_coding";"ENSDARG00000069274"
"agk";"18";"agk";"acylglycerol kinase [Source:ZFIN;Acc:ZDB-GENE-030131-6202]";"20532618";"20540709";"1";"protein_coding";"ENSDARG00000009837"
"dennd11";"18";"CH211-238N5.4";"DENN domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-050419-80]";"20541316";"20560059";"-1";"protein_coding";"ENSDARG00000062381"
"wee2";"18";"wee2";"WEE1 homolog 2 (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-030131-5682]";"20560442";"20565982";"1";"protein_coding";"ENSDARG00000012718"
"bida";"18";"bida";"BH3 interacting domain death agonist [Source:ZFIN;Acc:ZDB-GENE-050419-35]";"20566817";"20573129";"1";"protein_coding";"ENSDARG00000069290"
"bcl2l13";"18";"bcl2l13";"BCL2 like 13 [Source:ZFIN;Acc:ZDB-GENE-050419-215]";"20581685";"20608300";"-1";"protein_coding";"ENSDARG00000062370"
"wnt2";"18";"wnt2";"wingless-type MMTV integration site family member 2 [Source:ZFIN;Acc:ZDB-GENE-980526-416]";"20613241";"20636549";"-1";"protein_coding";"ENSDARG00000041117"
"asz1";"18";"asz1";"ankyrin repeat, SAM and basic leucine zipper domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-988]";"20642378";"20674121";"-1";"protein_coding";"ENSDARG00000004823"
"cftr";"18";"cftr";"CF transmembrane conductance regulator [Source:ZFIN;Acc:ZDB-GENE-050517-20]";"20677090";"20722810";"1";"protein_coding";"ENSDARG00000041107"
"cttnbp2";"18";"DKEY-270I2.3";"cortactin binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8134]";"20726149";"20822045";"-1";"protein_coding";"ENSDARG00000040991"
"ttc23";"18";"DKEY-25F3.1";"tetratricopeptide repeat domain 23 [Source:ZFIN;Acc:ZDB-GENE-050419-126]";"20825375";"20853748";"1";"protein_coding";"ENSDARG00000022160"
"synm";"18";"DKEY-25F3.3";"synemin, intermediate filament protein [Source:ZFIN;Acc:ZDB-GENE-050419-81]";"20859661";"20869175";"-1";"protein_coding";"ENSDARG00000062350"
"pgpep1l";"18";"DKEY-25F3.4";"pyroglutamyl-peptidase I like [Source:ZFIN;Acc:ZDB-GENE-050419-171]";"20869923";"20875997";"1";"protein_coding";"ENSDARG00000041092"
"igf1ra";"18";"igf1ra";"insulin-like growth factor 1a receptor [Source:ZFIN;Acc:ZDB-GENE-020503-1]";"20881462";"21047580";"-1";"protein_coding";"ENSDARG00000027423"
"fam169b";"18";"CH211-200O3.2";"family with sequence similarity 169 member B [Source:ZFIN;Acc:ZDB-GENE-050419-217]";"21061216";"21063379";"1";"protein_coding";"ENSDARG00000069321"
"arpin";"18";"CH211-200O3.3";"actin related protein 2/3 complex inhibitor [Source:ZFIN;Acc:ZDB-GENE-050417-304]";"21071023";"21076006";"1";"protein_coding";"ENSDARG00000041085"
"anpepa";"18";"CH211-200O3.4";"alanyl (membrane) aminopeptidase a [Source:ZFIN;Acc:ZDB-GENE-030131-4781]";"21077528";"21097663";"-1";"protein_coding";"ENSDARG00000041083"
"si:dkey-12e7.1";"18";"DKEY-12E7.1";"si:dkey-12e7.1 [Source:ZFIN;Acc:ZDB-GENE-050419-173]";"21101835";"21105968";"-1";"protein_coding";"ENSDARG00000069328"
"kmt5b";"18";"DKEY-12E7.2";"lysine methyltransferase 5B [Source:ZFIN;Acc:ZDB-GENE-041114-22]";"21113216";"21120218";"1";"protein_coding";"ENSDARG00000041081"
"chka";"18";"DKEY-12E7.3";"choline kinase alpha [Source:ZFIN;Acc:ZDB-GENE-050208-149]";"21122818";"21145374";"1";"protein_coding";"ENSDARG00000041078"
"BX571884.1";"18";"NULL";"synaptotagmin XIX [Source:NCBI gene;Acc:100003865]";"21164591";"21170264";"-1";"protein_coding";"ENSDARG00000107077"
"si:dkey-12e7.4";"18";"DKEY-12E7.4";"si:dkey-12e7.4 [Source:ZFIN;Acc:ZDB-GENE-050419-83]";"21171465";"21177674";"-1";"protein_coding";"ENSDARG00000041073"
"got2a";"18";"DKEY-12E7.6";"glutamic-oxaloacetic transaminase 2a, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040426-2703]";"21178721";"21188768";"-1";"protein_coding";"ENSDARG00000041068"
"calb2a";"18";"calb2l";"calbindin 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1677]";"21198762";"21218851";"-1";"protein_coding";"ENSDARG00000041062"
"pnp6";"18";"pnp6";"purine nucleoside phosphorylase 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1800]";"21257261";"21271373";"-1";"protein_coding";"ENSDARG00000040942"
"hydin";"18";"CH73-22B10.1";"HYDIN axonemal central pair apparatus protein [Source:ZFIN;Acc:ZDB-GENE-050419-219]";"21273749";"21401401";"1";"protein_coding";"ENSDARG00000056764"
"necab2";"18";"CH211-267G5.1";"N-terminal EF-hand calcium binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-050706-167]";"21408794";"21620816";"1";"protein_coding";"ENSDARG00000056745"
"slc38a8a";"18";"NULL";"solute carrier family 38 member 8a [Source:ZFIN;Acc:ZDB-GENE-121005-5]";"21622414";"21640389";"-1";"protein_coding";"ENSDARG00000009482"
"mbtps1";"18";"mbtps1";"membrane-bound transcription factor peptidase, site 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4909]";"21645309";"21685055";"-1";"protein_coding";"ENSDARG00000014634"
"fan1";"18";"CH211-201B11.2";"FANCD2 and FANCI associated nuclease 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6225]";"21686115";"21725805";"-1";"protein_coding";"ENSDARG00000062269"
"pskh1";"18";"CH211-201B11.4";"protein serine kinase H1 [Source:ZFIN;Acc:ZDB-GENE-050119-1]";"21728194";"21748966";"-1";"protein_coding";"ENSDARG00000056713"
"nrn1la";"18";"CH211-201B11.5";"neuritin 1-like a [Source:ZFIN;Acc:ZDB-GENE-050419-106]";"21782074";"21859019";"-1";"protein_coding";"ENSDARG00000069368"
"edc4";"18";"CH211-237C7.1";"enhancer of mRNA decapping 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5032]";"21858744";"21910991";"-1";"protein_coding";"ENSDARG00000062266"
"nutf2";"18";"CH211-237C7.3";"nuclear transport factor 2 [Source:ZFIN;Acc:ZDB-GENE-041010-77]";"21913685";"21929451";"-1";"protein_coding";"ENSDARG00000056531"
"tsnaxip1";"18";"CH73-197B9.2";"translin-associated factor X interacting protein 1 [Source:ZFIN;Acc:ZDB-GENE-070424-39]";"21931741";"21950751";"-1";"protein_coding";"ENSDARG00000030512"
"ranbp10";"18";"CH211-193L7.1";"RAN binding protein 10 [Source:ZFIN;Acc:ZDB-GENE-070705-86]";"21951551";"22020509";"1";"protein_coding";"ENSDARG00000062138"
"pard6a";"18";"CH73-186J5.3";"par-6 family cell polarity regulator alpha [Source:ZFIN;Acc:ZDB-GENE-070705-215]";"22028674";"22094102";"-1";"protein_coding";"ENSDARG00000069378"
"zgc:158868";"18";"CH73-186J5.1";"zgc:158868 [Source:ZFIN;Acc:ZDB-GENE-070112-892]";"22109379";"22116378";"1";"protein_coding";"ENSDARG00000069379"
"si:ch73-186j5.2";"18";"CH73-186J5.2";"si:ch73-186j5.2 [Source:ZFIN;Acc:ZDB-GENE-070705-214]";"22123072";"22127985";"1";"protein_coding";"ENSDARG00000018301"
"ripor1";"18";"DKEY-45H7.2";"RHO family interacting cell polarization regulator 1 [Source:ZFIN;Acc:ZDB-GENE-050420-32]";"22138924";"22283398";"1";"protein_coding";"ENSDARG00000062178"
"si:dkey-45h7.1";"18";"DKEY-45H7.1";"si:dkey-45h7.1 [Source:ZFIN;Acc:ZDB-GENE-050420-369]";"22149561";"22150663";"-1";"protein_coding";"ENSDARG00000093618"
"ctcf";"18";"ctcf";"CCCTC-binding factor (zinc finger protein) [Source:ZFIN;Acc:ZDB-GENE-040624-5]";"22285992";"22295064";"1";"protein_coding";"ENSDARG00000056621"
"carmil2";"18";"DKEY-6E12.3";"capping protein regulator and myosin 1 linker 2 [Source:ZFIN;Acc:ZDB-GENE-050419-197]";"22302635";"22396371";"1";"protein_coding";"ENSDARG00000056639"
"tmem170a";"18";"tmem170a";"transmembrane protein 170A [Source:ZFIN;Acc:ZDB-GENE-040426-1622]";"22405707";"22414565";"-1";"protein_coding";"ENSDARG00000056628"
"cfdp1";"18";"rltpr";"craniofacial development protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5736]";"22416051";"22486767";"1";"protein_coding";"ENSDARG00000095086"
"bcar1";"18";"DKEY-11D18.3";"BCAR1 scaffold protein, Cas family member [Source:ZFIN;Acc:ZDB-GENE-030131-2774]";"22504200";"22688073";"1";"protein_coding";"ENSDARG00000056525"
"si:dkey-11d18.4";"18";"DKEY-11D18.4";"si:dkey-11d18.4 [Source:ZFIN;Acc:ZDB-GENE-091204-474]";"22695407";"22696357";"-1";"protein_coding";"ENSDARG00000040901"
"si:ch73-113g13.3";"18";"CH73-113G13.3";"si:ch73-113g13.3 [Source:ZFIN;Acc:ZDB-GENE-091204-475]";"22701030";"22701983";"-1";"protein_coding";"ENSDARG00000094601"
